action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,joint_optimizer_state_entries,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var,critic_ratio_max,critic_ratio_min,critic_rows,joint_actor_fisher_quadratic,joint_actor_raw_scale,joint_applied_solve_residual,joint_cholesky_info_max,joint_clip_scale,joint_critic_curvature_coef,joint_critic_ggn_quadratic,joint_critic_objective_coef,joint_critic_raw_scale,joint_cross_block_frobenius,joint_direction_l2,joint_finite_scan_pass,joint_jacobi_scale_max,joint_jacobi_scale_min,joint_kernel_mode,joint_linear_solve_dtype,joint_predicted_step_kl,joint_relative_solve_residual,joint_solve_residual,joint_solver_mode,joint_system_rows,optimizer_history_correction,optimizer_momentum,optimizer_momentum_semantics
14,0,-0.11277718842029572,0.004738951101899147,-0.11071057617664337,-0.25892314314842224,0.0004746032354887575,0.107421875,0.001,2.537142753601074,851.3076923076923,0.25641027,1747,0.4270646274089813,0,0.010572923347353935,-0.022502703592181206,0.00044846563832834363,0.001,9,40960,29.968447086866945,40960,1.7003391981124878,0.6472522020339966,-0.026909762993454933,0.051869653165340424,-0.030719362199306488,-0.1100233867764473,0.0004955733893439174,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0.07799083739519119,20.40470314025879,-0.1614367812871933,-4.362597942352295,3.08864426612854,0.572265625,0.001,2.169548511505127,816.3956043956044,0.5494506,1750,2.8493728637695312,0,0.08348089456558228,0.03773392736911774,0.35760417580604553,0.001,19,81920,54.21313734026626,81920,3.770598888397217,1.2652731129492167e-05,0.7928974032402039,32.228248596191406,0.20231646299362183,-0.17139790952205658,7.115591049194336,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.508600115776062,2.964214324951172,-0.5144087672233582,-4.392262935638428,0.3459189236164093,0.28515625,0.001,1.5532702207565308,144.43,4.0,1753,3.3205809593200684,0,0.030987175181508064,-0.026724837720394135,0.18370673060417175,0.001,29,122880,78.41563135199249,122880,2.6598167419433594,0.19177308678627014,0.8101202249526978,3.640061378479004,0.5124544501304626,-0.5111964344978333,0.9375179409980774,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.6825720071792603,1.4100100994110107,-0.6645511388778687,-2.501570224761963,0.04891303926706314,0.28515625,0.001,1.602392315864563,135.07,4.2,1725,2.2276926040649414,0,0.03417082875967026,-0.020808013156056404,0.0237395279109478,0.001,39,163840,102.8669971912168,163840,2.666860580444336,0.30464860796928406,0.08222822844982147,3.0551397800445557,-0.14956419169902802,-0.667221188545227,0.6164975166320801,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.6290123462677002,2.362887144088745,-0.6707847118377686,-1.733763575553894,0.05742920935153961,0.330078125,0.001,1.702676773071289,266.17,4.3,1738,0.7826424837112427,0,0.030601343140006065,-0.03781415894627571,0.025364859029650688,0.001,49,204800,127.0957875228487,204800,2.22957706451416,0.3435579836368561,0.1518116295337677,3.094709873199463,-0.28885480761528015,-0.6666734218597412,1.001430630683899,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.6744586825370789,0.11928465962409973,-0.6704925894737244,-1.237753987312317,0.005529024638235569,0.3359375,0.001,2.0381357669830322,385.08,2.5,1755,1.0050311088562012,0,0.03308730944991112,-0.03704012557864189,0.004618932493031025,0.001,59,245760,151.32391235418618,245760,2.557807445526123,0.44371283054351807,-0.3263131380081177,2.3109185695648193,-0.4356975853443146,-0.663192093372345,0.1562919318675995,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.6315397024154663,1.6188291311264038,-0.649673342704773,-1.2785218954086304,0.023455316200852394,0.255859375,0.001,2.250166177749634,550.51,2.7,1744,0.674892783164978,0,0.020841464400291443,-0.02284429222345352,0.004682374186813831,0.001,69,286720,175.50888243317604,286720,5.670570373535156,0.5269142389297485,-0.3301844894886017,3.494457244873047,-0.4323738217353821,-0.6473994255065918,0.23372140526771545,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.628334105014801,-0.4940304756164551,-0.624347448348999,-0.8711798787117004,0.0008999222191050649,0.427734375,0.001,2.223534107208252,635.26,1.9,1803,0.43285229802131653,0,0.03642210364341736,-0.05870616063475609,0.0011226434726268053,0.001,79,327680,199.37153299385682,327680,1.9006714820861816,0.24695584177970886,-0.46065691113471985,-0.3613753020763397,-0.4628424346446991,-0.6221714019775391,0.001010286738164723,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.6032502055168152,0.7057597041130066,-0.6147342920303345,-1.8221359252929688,0.015857474878430367,0.341796875,0.001,2.05757212638855,398.39,3.3,1804,1.0406566858291626,0,0.03711748495697975,-0.03133639693260193,0.008501153439283371,0.001,89,368640,222.62393177300692,368640,1.956151008605957,0.07037507742643356,-0.2366529256105423,3.814846992492676,-0.41821563243865967,-0.6109099984169006,0.438682496547699,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.6121519207954407,2.6194162368774414,-0.6088405847549438,-2.338078022003174,0.030759751796722412,0.33984375,0.001,1.931126594543457,459.59,3.8,1782,1.2204703092575073,0,0.03195372596383095,-0.03382791578769684,0.015340656973421574,0.001,99,409600,246.1226106369868,409600,2.3614847660064697,0.30700546503067017,-0.17683276534080505,3.899609088897705,-0.4470936954021454,-0.6065511703491211,0.7047882080078125,,,,,,,,,,,,,,,,,,,,,,,,,,,
