action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,joint_optimizer_state_entries,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var,critic_ratio_max,critic_ratio_min,critic_rows,critic_trust_reason,critic_trust_update_count_this_rollout,critic_trust_update_count_total,joint_actor_critic_cross_frobenius,joint_actor_fisher_quadratic,joint_actor_raw_scale,joint_actor_rhs_norm,joint_applied_solve_residual,joint_cholesky_info_max,joint_clip_scale,joint_critic_actor_cross_frobenius,joint_critic_ggn_quadratic,joint_critic_objective_coef,joint_critic_raw_scale,joint_critic_rhs_norm,joint_cross_block_frobenius,joint_direction_l2,joint_finite_scan_pass,joint_jacobi_scale_max,joint_jacobi_scale_min,joint_kernel_mode,joint_linear_solve_dtype,joint_normalized_value_prediction_change_rms,joint_parameter_columns,joint_policy_delta_l2,joint_popart_std,joint_predicted_critic_divergence,joint_predicted_step_kl,joint_raw_value_prediction_change_rms,joint_relative_solve_residual,joint_shared_delta_l2,joint_solve_residual,joint_solver_mode,joint_system_rows,joint_value_delta_l2,optimizer_history_correction,optimizer_momentum,optimizer_momentum_semantics
14,0,0.01620686799287796,0.19918446242809296,0.015993915498256683,-0.14975930750370026,0.0014047418953850865,0.220703125,0.001,2.5653982162475586,27.0,0.0,1490,0.29926422238349915,0,0.012198359705507755,-0.04230111092329025,0.001299952156841755,0.001,9,40960,28.787195473909378,40960,1.7390613555908203,0.5821919441223145,0.016140544787049294,0.059221185743808746,0.016892721876502037,-0.04772584140300751,0.00023504589626099914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0.006484433077275753,0.11930862814188004,0.007623580750077963,-0.1446014940738678,0.00040443750913254917,0.357421875,0.001,2.455636978149414,23.83,0.0,1518,0.32585981488227844,0,0.024359960108995438,-0.0622636042535305,0.0004055426688864827,0.001,19,81920,56.53373565617949,81920,2.0317625999450684,0.3384280800819397,0.014034166932106018,0.08935654163360596,0.013115070760250092,-0.007265080697834492,4.229688784107566e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0.005916480906307697,0.013828608207404613,0.0057785119861364365,0.0010353273246437311,2.065033640974434e-06,0.48046875,0.001,2.133147954940796,31.26,0.0,1504,0.46966755390167236,0,0.04247304052114487,-0.0811290517449379,1.7420896938347141e-06,0.001,29,122880,84.34292261721566,122880,2.2084248065948486,0.22393910586833954,0.0063852849416434765,0.009745181538164616,0.0062994626350700855,0.003936220891773701,3.063681504045235e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.0755467414855957,0.04418804123997688,-0.07208201289176941,-0.5204823613166809,0.0011125182500109076,0.451171875,0.001,1.7407164573669434,44.09,0.0,1513,0.7128579020500183,0,0.07263898849487305,-0.051951609551906586,0.0005492410273291171,0.001,39,163840,112.22367441095412,163840,4.376420021057129,0.10164434462785721,-0.024104489013552666,0.08245165646076202,-0.03319336101412773,-0.06579957902431488,0.000812000478617847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0.11502701044082642,38.861846923828125,-0.031699780374765396,-7.22947359085083,3.9566752910614014,0.666015625,0.001,0.7334964275360107,71.58,0.04,1459,7.872079849243164,0,0.8976947069168091,0.05238039419054985,0.49399375915527344,0.001,49,204800,140.42232245299965,204800,64.41866302490234,1.7164114979095757e-05,0.16974616050720215,38.08649826049805,-0.12642741203308105,-0.8917338252067566,3.782337188720703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.10036855190992355,1.7391201257705688,-0.1749417930841446,-3.150247812271118,0.16019567847251892,0.349609375,0.001,1.1512192487716675,41.15,0.07,1402,7.791594505310059,0,0.15508303046226501,0.012004162184894085,0.05934698507189751,0.001,59,245760,168.63080802420154,245760,6.126392841339111,0.001073949271813035,1.78309166431427,9.435487747192383,-0.1502702236175537,-0.2580224275588989,11.085854530334473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.2931966185569763,6.9236273765563965,-0.30338355898857117,-2.1771068572998047,0.2930767834186554,0.34765625,0.001,1.7341358661651611,72.42,0.05,1504,1.594586730003357,0,0.04468189924955368,-0.028388258069753647,0.12635667622089386,0.001,69,286720,196.47158356616274,286720,3.1211371421813965,0.2644963264465332,0.6098412275314331,8.206548690795898,0.016866790130734444,-0.25399041175842285,0.8955063223838806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.13444551825523376,6.291227340698242,-0.31116512417793274,-4.329989910125732,0.7795249819755554,0.505859375,0.001,2.0298240184783936,97.88,0.25,1494,2.1721270084381104,0,0.07643722742795944,-0.00033673178404569626,0.25580209493637085,0.001,79,327680,224.3222785568796,327680,5.4155426025390625,0.11081907898187637,0.787447452545166,8.26638412475586,0.21033695340156555,-0.34051916003227234,2.4012668132781982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.2892599403858185,5.972987174987793,-0.3822069764137268,-3.5064046382904053,0.6945637464523315,0.4375,0.001,1.6248383522033691,78.66,0.14,1511,2.5586931705474854,0,0.06196445971727371,-0.02089110016822815,0.43913382291793823,0.001,89,368640,251.98026643320918,368640,7.754554271697998,0.18448740243911743,0.9633446931838989,8.242427825927734,0.9812414646148682,-0.401079386472702,1.6475671529769897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.3723246455192566,4.668440818786621,-0.4275025725364685,-5.182318687438965,0.5050588250160217,0.36328125,0.001,1.6607096195220947,85.64,0.11,1516,6.185206413269043,0,0.05739394202828407,0.02735355868935585,0.2227720022201538,0.001,99,409600,279.79824280785397,409600,8.058701515197754,0.21334072947502136,1.2325246334075928,8.336763381958008,0.5952216982841492,-0.4465734660625458,2.883901834487915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.5442239046096802,4.878653526306152,-0.4147490859031677,-10.453895568847656,0.839906632900238,0.3671875,0.001,2.2476539611816406,54.52,0.19,1470,1.7189861536026,0,0.13347001373767853,0.022191429510712624,0.10476967692375183,0.001,109,450560,307.23942239722237,450560,19.242738723754883,0.002949555404484272,0.24533410370349884,10.882953643798828,-0.3082245886325836,-0.5865151286125183,1.8199621438980103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,-0.44764596223831177,2.3168225288391113,-0.41507020592689514,-3.116954803466797,0.1488133668899536,0.248046875,0.001,2.111332416534424,72.76,0.06,877,0.9463530778884888,0,0.033244479447603226,-0.03222160413861275,0.07491401582956314,0.001,119,491520,349.0531424609944,491520,3.991372585296631,0.22169430553913116,0.17208054661750793,3.855971097946167,-0.3249247968196869,-0.408019095659256,0.7713760733604431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
